a,a**2,b,b**2,yShift,a,a**2,b,b**2,yShift,vectorDirection,graphPixelCount,medianDistance,rating
0,-0.906,-1.829,0,-0.481,-0.36,0,0.008,0,1.073,0.23798413,0.35021375,0.4625011,0.6
-0.967,0,-1.205,0,-0.854,0.023,0,0.359,0,0.873,0.23798413,0.2544822,0.28385959,0.4
0,1.401,0.277,-0.5,-0.747,-0.979,0.41,1.664,0.019,0.082,0.20995624,0.25460835,0.30473665,0.1
0,0.89,0,-0.312,-1.17,1.207,0.191,0,1.344,-1.565,0.20194827,0.25456104,0.28769615,0.1
-0.61,-3.229,0,0.428,-0.29,-0.612,-0.588,-1.752,1.532,-2.753,0.20595225,0.29789333,0.28107496,0.1
-0.348,-1.517,0.417,0,-0.582,0,0,0,-0.099,-0.435,0.21796421,0.25452951,0.28020841,0.3
0,0,0.385,0.961,-0.376,-1.31,0,-0.838,0.697,-2.388,0.20595225,0.2597647,0.25360548,0.1
0.624,0.662,0,1.024,-0.906,0.118,-0.111,-0.425,0.552,-0.993,0.59033482,0.27567528,0.25411995,0.5
0.752,0,0,-0.367,0.877,0,0,0,-1.505,0.37,0.23398015,0.25456104,0.29589331,0.6
0.275,0.547,0,-0.359,-0.767,0.127,0,0,0.108,1.098,0.23398015,0.25470296,0.29589331,0.6
-0.104,0,-0.368,0.133,-1.222,1.424,0,-0.185,0,-0.848,0.20194827,0.27260039,0.25798452,0.9
-0.691,1.093,0,0.426,0.986,0,0,-0.831,0,-2.32,0.20595225,0.27766214,0.25550027,0.5
-0.878,0,-0.338,0,-0.43,-0.383,0,0,0,-1.507,0.20595225,0.30677109,0.43647095,0.4
1.503,0,0,0,0.533,0,0,0,-0.487,0.876,0.56631091,0.27135467,0.25494009,0.4
0,0,0.813,0,-0.092,0.871,0,2.097,0,-0.157,0.36611165,0.2505558,0.25374925,0.4
2.091,0.331,0.73,0,-0.344,0,1.158,0,0,1.955,0.21796421,0.2544349,0.28020841,0.1
-0.457,-0.24,0,0.062,-1.677,2.253,0,1.452,-0.3,-2.243,0.23398015,0.25465566,0.29589331,0.1
0.503,0,0,-0.375,-1.528,-0.067,0,0.101,-0.369,0.497,0.42617143,0.25188037,0.25401327,0.4
-0.915,0.545,1.883,0,-1.375,1.533,0,0,-0.659,-0.613,0.48222722,0.2705347,0.25401463,0.5
-0.931,0,0,-0.004,-2.938,0,0,0.662,0,0.394,0.26200804,0.33802458,0.25871094,0.6
0,0,0,1.141,-3.031,0,0,0,0,-0.46,0.19394029,0.24897894,0.2533706,0.1
0,0,0,0,0.509,0.329,0,0,0,1.608,0.19394029,0.24536791,0.2533706,0.1
-1.602,0,0,0,0.424,0,0,0.243,0,-0.246,0.29403992,0.2668606,0.25396715,0.4
0.915,1.291,0.725,-1.021,-0.082,0,0,-1.458,-1.987,-0.724,0.26200804,0.3173834,0.25740383,0.5
1.418,-1.707,0.004,0.422,0.809,0,-0.265,0,0,-2.216,0.20194827,0.25470296,0.28769615,0.1
0.844,0,0,0,2.21,0.588,1.894,0,0,1.068,0.33007579,0.26468453,0.26219224,0.4
0.758,-0.642,0,0,-1.461,0,1.243,0,0,0.144,0.20194827,0.25460835,0.28769615,0.1
0.563,0,0,0,0.185,-1.318,0.537,0,0,1.096,0.43818338,0.2523692,0.25403802,0.4
0,0.16,0,0,-1.275,-0.354,0.093,-1.823,-0.484,0.24,0.20595225,0.26253999,0.25365054,0.4
0,0.038,0,-0.539,-2.821,-0.532,-0.843,-0.532,0,-1.956,0.20194827,0.25470296,0.28769615,0.1
0,0,-0.498,0,-0.412,-1.669,0,0,0,0.791,0.19794428,0.27122852,0.26948017,0.3
0,0,0,0,-0.002,-0.693,0.276,0,0.279,-3.349,0.19794428,0.2460775,0.44493779,0.1
-0.083,0,0,-0.305,-1.655,0,0,-0.532,0,0.127,0.39013556,0.25689481,0.25357225,0.5
0,0,-1.053,-0.81,-0.244,-0.993,0,0,0,-0.97,0.59033482,0.26991972,0.25381832,0.7
0,0,0,0.818,0.79,0,0.715,0,0,1.192,0.23798413,0.2544349,0.28385959,0.1
-1.283,0,0,0,2.669,0,-1.294,-0.517,-0.214,0.629,0.20595225,0.26747558,0.25425092,0.4
0,-0.241,0,0,1.075,0,0,0,0,-0.348,0.19794428,0.25184883,0.25341012,0.3
0,-0.224,0,0,-0.3,0.63,0,0,-0.567,-0.921,0.26200804,0.26175155,0.26725605,0.3
-1.217,2.475,0,0,-2.325,0.754,0,0.111,0.784,-3.153,0.20995624,0.31061864,0.34816325,0.3
0,1.104,-0.462,0,-1.301,-0.436,0,-0.849,0,2.587,0.29403992,0.38605593,0.26593851,0.8
-0.704,0,-0.236,0.756,-0.031,0,0,-0.695,0,0.086,0.59033482,0.30451617,0.25506032,0.7
-0.522,0,0.584,0.558,-0.561,0,0.562,0,0,-0.673,0.43017541,0.26138888,0.25361017,0.4
0,0.365,0,0,0.181,0,0.856,0,0,-1.309,0.26200804,0.24833242,0.25350278,0.3
0,0,0,2.654,-2.457,-0.445,0.08,-0.709,0,2.047,0.21796421,0.2544349,0.28020841,0.1
0,1.665,0.187,0,0.138,0,0,-0.206,0,-0.602,0.29003594,0.24995659,0.25348666,0.3
0.65,-1.454,0,-0.765,0.015,-1.579,-0.944,0,-0.477,1.567,0.20194827,0.25470296,0.28769615,0.1
1.128,-0.433,0.56,-1.929,0.771,-0.201,0,-0.741,1.64,0.928,0.20194827,0.25460835,0.28769615,0.1
1.794,0,0,0.149,0.894,0,-1.659,0,-0.601,-0.474,0.20194827,0.25465566,0.28769615,0.1
0,0,-1.085,0,-1.653,0,-1.161,0,0,-1.073,0.23398015,0.29757796,0.27610833,0.2
0.838,0,0,-1.014,-1.04,0,0.047,0,0.314,-1.402,0.20194827,0.25441913,0.26053713,0.1
0,-0.906,-1.829,0,-0.481,-0.36,0,0.008,0,1.073,0.31806383,0.31602729,0.25583456,0.6
-0.967,0,-1.205,0,-0.854,0.023,0,0.359,0,0.873,0.22997616,0.25572793,0.25394885,0.4
0,1.401,0.277,-0.5,-0.747,-0.979,0.41,1.664,0.019,0.082,0.21796421,0.2544349,0.28020841,0.1
0,0.89,0,-0.312,-1.17,1.207,0.191,0,1.344,-1.565,0.21796421,0.2544822,0.28020841,0.1
-0.61,-3.229,0,0.428,-0.29,-0.612,-0.588,-1.752,1.532,-2.753,0.20995624,0.25456104,0.30473665,0.1
-0.348,-1.517,0.417,0,-0.582,0,0,0,-0.099,-0.435,0.23398015,0.26090005,0.25363611,0.3
0,0,0.385,0.961,-0.376,-1.31,0,-0.838,0.697,-2.388,0.20194827,0.25456104,0.28769615,0.1
0.624,0.662,0,1.024,-0.906,0.118,-0.111,-0.425,0.552,-0.993,0.59033482,0.29409308,0.25422147,0.5
0.752,0,0,-0.367,0.877,0,0,0,-1.505,0.37,0.59033482,0.28013782,0.25505083,0.6
0.275,0.547,0,-0.359,-0.767,0.127,0,0,0.108,1.098,0.53427902,0.27647949,0.25389755,0.6
-0.104,0,-0.368,0.133,-1.222,1.424,0,-0.185,0,-0.848,0.59033482,1.05333844,0.50421425,0.9
0.071,0,-0.182,0.166,0.218,-0.154,0,-0.577,0,-1.527,0.55830293,0.27167004,0.25381103,0.5
-0.985,1.067,0.363,0,0.014,0,-0.88,-1.628,-2.39,-1.356,0.20194827,0.29939135,0.31863998,0.2
0,-0.453,0,0,1.728,0,-1.518,1.093,0,-0.607,0.42216744,0.53417098,0.36954966,0.6
-2.881,0,0.203,-0.678,1.64,0,-0.224,0.672,0.947,-0.006,0.23798413,0.2544822,0.28385959,0.1
0.316,-0.513,0.222,0,-1.753,-0.134,1.413,-2.327,0.061,1.758,0.20194827,0.25460835,0.28769615,0.1
0,0.353,0.236,0,-1.078,-1.15,1.537,0,-1.166,-0.862,0.20595225,0.29839793,0.2922011,0.2
0.695,1.697,1.705,-0.719,-0.69,0,-2.265,0,0,0.398,0.23798413,0.25457681,0.28385959,0.1
0,1.127,-1.112,1.05,1.193,-0.829,0,0.933,0,1.935,0.22997616,0.28467919,0.26821463,0.4
-0.527,-0.112,0,0,-0.728,0,0,0.076,1.509,1.543,0.23798413,0.25881858,0.27758357,0.3
0,0,0.798,-0.413,0.16,0,0,0,0.71,0.347,0.33808376,0.25907088,0.25533355,0.5
-0.842,1.381,1.973,0,-0.261,0,-2.15,2.935,0,-2.042,0.23798413,0.25452951,0.28385959,0.1
0,0.733,0.547,-1.184,-0.078,1.044,0,0,0,1.056,0.19394029,0.2597647,0.25360547,0.2
0,0,1.348,0,0.444,0,0,0.213,0,1.629,0.28202797,0.24877394,0.25354442,0.3
-0.689,2.383,0.116,0.43,2.268,0,0,1.577,0.773,-0.192,0.2459921,0.26252422,0.28214388,0.4
0.167,0.081,1.623,-0.236,-0.04,0.148,-0.167,0.289,0.136,-1.154,0.20595225,0.2544349,0.27349489,0.1
0,0,0,0,-2.152,-0.405,0,0,0,0.66,0.19394029,0.24536791,0.2533706,0.1
-1.936,-1.072,0.619,-0.296,-2.489,0,-0.395,-0.352,1.602,1.169,0.20194827,0.25470296,0.28769615,0.1
-1.459,0,0.023,0,1.418,0.481,-1.351,-0.277,-1.343,-0.912,0.19794428,0.26662407,0.25393548,0.4
0.09,-0.96,0.555,0,1.346,0,0,1.298,0.375,-1.868,0.19794428,0.26599333,0.25386245,0.4
0.571,0,0,0,0.928,0,-0.727,-1.089,0,0.555,0.33407977,0.27875017,0.25857982,0.4
2.467,0,0.986,0,0.21,2.091,0,0,1.42,-1.793,0.59033482,0.23404601,0.253292,0.1
-0.228,0.12,0,0,-1.403,-0.735,0.47,-0.152,-0.134,0.811,0.45419932,0.27323114,0.25386702,0.5
0,0,0,0,0.967,-0.294,0,0,0.08,-0.509,0.25800406,0.24625096,0.25337258,0.1
0,-0.395,0,-0.374,-2.436,1.755,1.052,0.553,0.403,-1.239,0.23398015,0.25460835,0.29589331,0.1
0,0.106,0,0,1.985,-0.114,-0.164,0,0.193,2.163,0.47421925,0.25429298,0.25488171,0.4
-1.157,0,0,0,-0.076,-1.068,-0.654,-0.53,-0.527,-1.231,0.20595225,0.27916016,0.25509174,0.4
0,-1.016,0.453,-0.583,-1.034,-0.341,0,0,-0.958,1.522,0.23798413,0.29909175,0.31155797,0.2
0.498,-0.44,0,-0.701,-0.332,-0.995,0,0.209,0.317,0.309,0.20995624,0.29882368,0.29831835,0.2
0,0.122,0.031,0,1.569,0.577,0,0,-1.318,-1.541,0.19394029,0.26250845,0.25361149,0.3
0.804,-0.706,0.635,0,0.535,0.555,1.165,0.337,0,0.162,0.20194827,0.2544822,0.27044911,0.1
0.103,0,0.633,0.071,-1.217,0,-1.416,0,0,-0.324,0.59033482,0.94817723,0.51696766,0.8
0,0,0.023,0,-1.269,-1.692,0,0,0.11,-0.165,0.40214752,0.25385145,0.25390933,0.5
-0.281,0,0,0,0.522,0.139,0.407,0.538,0,-1.596,0.41816346,0.25517602,0.25379206,0.4
0,1.247,-0.187,0,0.158,0,1.058,0.2,-3.086,0.373,0.20595225,0.31645305,0.62405985,0.4
0,-0.425,0,0,2.888,0,0,0.123,0,0.986,0.20595225,0.28704449,0.42856273,0.4
-0.01,-0.235,-0.598,0,0.192,0.007,-1.224,0,-1.768,0.875,0.31806383,0.53043381,0.46041123,0.8
0,-1.535,-1.059,0,-2.213,0,0,0,1.133,2.886,0.23398015,0.29781449,0.30094778,0.1
0.729,0,0,0,-0.827,0,0.373,-2.419,0,-0.757,0.54629098,0.27032971,0.25507465,0.4
-1.899,2.078,0,0,0.99,-0.457,-0.122,0.504,1.346,-0.714,0.23798413,0.25452951,0.28385959,0.1
0.586,0,0,-0.436,-1.076,0,1.484,0.369,0,0.551,0.20194827,0.25460835,0.28769615,0.1
-0.246,0,-0.028,0,-1.062,0,-0.681,0,0,2.061,0.27802398,0.25134424,0.25346665,0.3
0,-2.025,0.846,0,1.121,0,0,1.355,0,3.621,0.44619135,0.2673652,0.25502419,0.4
0,0,0,0,-1.541,0.87,0,0,0,1.619,0.19394029,0.24538368,0.2533706,0.1
0.307,0,0,0,0.608,0.088,0.226,0,0,-1.388,0.31005586,0.24987775,0.25367667,0.4
0,0,0,-1.802,1.162,0.257,-0.839,0,0.997,-0.397,0.20595225,0.25438759,0.27349489,0.1
-1.009,0,0,0,0.806,0,-3.054,-0.906,-1.812,-0.398,0.21396022,0.30749645,0.32896429,0.3
0,0,0,0,0.302,0,-0.047,0,0,2.074,0.19394029,0.24538368,0.2533706,0.1
0,0,0,0,-1.103,0.92,0,0.957,0,0.296,0.19394029,0.27261616,0.27893141,0.3
0.176,0,-1.921,-0.582,2.896,0.498,0.643,1.346,0,-2.693,0.59033482,0.2326426,0.253292,0.1
0.276,-0.812,0,0.701,0.077,-0.569,0,0,0.085,0.948,0.59033482,0.27939669,0.25408551,0.7
1.481,-0.319,0,0,-3.017,0,-0.553,1.163,0,-0.43,0.23398015,0.25470296,0.29589331,0.1
-0.907,-0.22,0.595,0,0.283,0,0,0,0.2,-0.62,0.21396022,0.2926739,0.25577979,0.5
0,0.206,0,0,1.03,0,-0.758,0,0.698,-1.027,0.26200804,0.30912062,0.35652894,0.6
0,0.106,-1.952,0.501,-1.111,-0.701,0.282,-0.136,0,0.573,0.59033482,0.96344129,0.41429704,0.8
0,0,-1.629,-0.171,1.266,0.863,-0.399,-0.827,0,-3.243,0.2459921,0.27755176,0.25459551,0.4
0,-0.85,0,0.349,-1.616,0,0.444,0,-0.456,-0.316,0.20194827,0.25460835,0.28769615,0.1
0,0,0,0,0.716,-0.119,0,-0.779,-0.145,-1.432,0.19794428,0.24877394,0.25343096,0.3
0,-1.992,0,0,0.256,0,0,0,0,0.154,0.19794428,0.25681596,0.25365626,0.3
0,0.295,0,0,-1.515,-0.405,0.574,0,0,0.575,0.53427902,0.26695521,0.25377201,0.4
-1.379,0,-2.224,0,0.808,0,0,-0.067,0.132,0.088,0.23798413,0.26827978,0.2540359,0.3
-0.581,0,1.086,0,1.06,0,0,-0.909,1.527,0.219,0.47021526,0.26033238,0.25357095,0.4
0,0,0,0,-1.73,0.2,0,0,0,0.046,0.19394029,0.24538368,0.2533706,0.1
0,-0.765,-0.506,-1.213,0.839,0,0,-0.992,0,3.191,0.20595225,0.29199585,0.33617031,0.4
1.661,0,0.291,0,2.434,0,-0.015,0,0.847,-0.186,0.59033482,0.2326426,0.253292,0.1
0,-1.098,-0.239,-0.943,-0.386,0,0,1.557,0,1.098,0.53027504,0.26276075,0.2541468,0.4
0.991,-1.278,0.704,-1.094,1.777,-2.572,0,-0.135,1.357,1.362,0.20194827,0.25460835,0.28769615,0.1
0,-0.328,-1.974,0,-1.531,-1.168,0,0,-0.814,3.472,0.59033482,0.2326426,0.253292,0.1
-0.719,0,-1.519,-1.554,0.246,0,0,0,0,0.523,0.19794428,0.25618522,0.25362165,0.3
1.203,0,0,-0.659,1.282,0,0,0,0.088,2.441,0.45820331,0.2763218,0.25807743,0.4
0.417,0,0.447,0,0.19,0.683,-0.524,-0.712,-0.582,2.395,0.20194827,0.26324958,0.25386367,0.3
0.048,1.307,0.344,0,-0.119,0,-1.35,0,-1.494,-1.542,0.20194827,0.29939135,0.31863998,0.2
0,0.046,0,-0.98,-2.25,0,0.874,1.29,0,-0.255,0.20194827,0.25460835,0.28769615,0.1
0,0,-1.588,-0.939,-4.501,-0.931,-1.045,0,-0.214,-2.403,0.20995624,0.25470296,0.30473665,0.1
0,0,0,0.674,1.439,0,-0.676,-0.351,0.974,0.829,0.20194827,0.25452951,0.27675076,0.1
0,-2.339,0,0,1.116,-0.672,-0.041,0,-0.627,0.357,0.20194827,0.25470296,0.28769615,0.1
0,0,0,0,0.928,-0.61,0,0,0,1.371,0.19394029,0.24538368,0.2533706,0.1
0,0,2.614,-1.125,1.709,1.168,0,0,0,1.353,0.19394029,0.25968586,0.25360547,0.2
0,0,1.339,-0.535,-1.486,0,0.553,0,0,-1.09,0.19394029,0.25984355,0.25360547,0.2
0,0,0.064,-0.964,0.993,0.459,0,0,-0.365,-1.083,0.20595225,0.2544822,0.27349489,0.1
0.078,-1.743,0,0,-1.128,-0.43,0,0.092,-0.925,1.077,0.23398015,0.2995175,0.33357816,0.2
0.546,0,0.344,0,-0.486,-0.634,0,0,-0.908,1.405,0.35009571,0.50791615,0.49416218,0.6
0,-0.388,0,2.189,1.179,0.647,0,0,-0.836,-0.036,0.20194827,0.25445066,0.26053713,0.1
0,-1.564,0.186,-0.056,-1.619,0,-1.602,0,0,1.75,0.23398015,0.25470296,0.29589331,0.1
-0.305,0,-0.049,0.23,-0.132,-0.279,0.969,-0.969,0,-1.114,0.2459921,0.39476023,0.650029,0.7
0.376,1.088,0.124,-1.414,-0.653,-0.079,-1.306,0,0.13,0.382,0.51025511,0.26515759,0.25382319,0.6
0,0,0,0,1.856,-0.382,1.544,0.236,-0.366,0.456,0.21396022,0.25773055,0.40838892,0.4
0,0,0,0,1.001,0,0,-0.822,0.033,1.881,0.19794428,0.2528738,0.25369651,0.4
0.862,0,0,0.025,0.386,0,0,1.45,-0.027,-0.827,0.22196819,0.25451374,0.27044911,0.1
0,-1.009,0,-0.223,-0.022,0.582,-0.564,0,0,-0.819,0.20194827,0.25441913,0.26265721,0.1
0,0,2.02,-1.389,-1.512,-1.215,0,0,-2.014,0.3,0.20194827,0.25470296,0.28769615,0.1
1.974,0.308,0.151,0.65,0.436,0,0.888,0,0,0.166,0.23798413,0.2544349,0.28385959,0.1
0,0,-1.057,0,0.231,1.065,0.24,0,0.378,-0.478,0.59033482,0.76376271,0.52125109,0.7
-0.756,0,0,1.47,0.57,0,-0.114,0,0.032,-2.161,0.20194827,0.25465566,0.28769615,0.1
1.515,0,0,-0.306,1.368,0.344,-0.57,0,0,0.056,0.21796421,0.30647148,0.2943548,0.3
0,-0.476,0.13,-0.09,1.644,-1.554,0,0,1.714,-0.193,0.23398015,0.25460835,0.29589331,0.1
0,-0.113,0,-0.103,2.186,1.848,0,0,0,0.647,0.59033482,0.78823568,0.43038485,0.8
1.08,0.54,0.444,-2.219,-0.258,0,0,0,-0.257,-1.332,0.22597218,0.25437182,0.26762188,0.1
-1.233,0,0,-0.216,-0.507,0.276,0.662,0.213,-1.196,0.91,0.22597218,0.25451374,0.26053713,0.1
0,0.039,-0.185,0,1.495,0,0,0,0.077,1.752,0.31405985,0.24959392,0.25360647,0.3
0.045,0.746,0,0,1.654,1.656,0,-1.045,0,0.617,0.23798413,0.40182459,0.29882465,0.6
-1.228,0,0,0,0.599,1.322,0,0,0,2.183,0.26200804,0.26638754,0.254623,0.4
0.274,0,-1.584,-0.264,-0.435,0,0.722,0,0.011,-0.316,0.31806383,0.26113658,0.25391824,0.4
0.275,0.939,1.634,0,0.642,0,0,0,-2.408,-2.734,0.20995624,0.31044519,0.34934549,0.1
0,0,-1.62,0,0.663,0,0,0,0.57,-0.296,0.31005586,0.25213267,0.25347855,0.4
0,0.742,0,-0.283,0.208,0,1.118,0,0.151,0.615,0.30605188,0.25229036,0.25359094,0.4
0,0,0,0,-0.113,0,1.096,-0.94,0,0.767,0.19794428,0.26788556,0.25824166,0.3
0,0,0,0.719,-0.583,-1.376,0,0,0.437,1.897,0.21796421,0.2544349,0.28020841,0.1
0,0,0,-0.927,-0.668,1.24,0,1.605,0,-1.962,0.49824316,0.26523643,0.2543101,0.2
0,0,0,-0.995,1.04,-2.391,-0.65,-2.366,0,-0.119,0.20595225,0.29906021,0.31155797,0.2
0,0.233,0,1.809,1.621,-1.752,0.081,-1.395,0,-1.302,0.20194827,0.25456104,0.28769615,0.1
0.685,1.191,0.735,0,-0.584,0.692,0,1.871,-0.656,1.212,0.55830293,0.28822714,0.25441294,0.5
0,0,0,0,-2.615,1.443,0.635,0,0,-1.126,0.19394029,0.24536791,0.2533706,0.1
0.514,0,0.192,-0.306,-1.478,0,-1.982,0.143,0.221,3.463,0.23398015,0.25460835,0.29589331,0.1
0,-0.613,-0.83,1.859,-2.867,-0.854,0.463,0,-0.988,0.363,0.20194827,0.25465566,0.28769615,0.1
0,0,-0.157,0,0.088,0,0,0,-0.081,-1.374,0.29804391,0.24880548,0.25353837,0.3
1.068,0,0.693,0.78,1.364,-0.749,0,0,0,-0.595,0.21396022,0.25973317,0.25360547,0.2
0,0.536,-1.169,0,-1.417,0.058,-1.884,-1.427,0,1.842,0.20194827,0.25465566,0.28769615,0.1
2.132,0.156,0,-0.102,2.139,0,0,1.246,0,-0.609,0.30605188,0.26954127,0.25597165,0.3
1.471,-1.203,-1.999,0,-0.916,-0.54,0.089,-0.166,0,1.203,0.23398015,0.25460835,0.29589331,0.1
0,0,0,0,3.116,0,0,0.149,0.573,-1.759,0.19794428,0.24573059,0.45176636,0.1
0,1.182,0,0,-2.381,0,-1.268,0,1.606,1.866,0.23398015,0.25465566,0.29589331,0.1
-2.234,-0.386,0.576,0,0.165,0,-1.113,0.149,0.518,0.432,0.22597218,0.29842947,0.28644631,0.2
-1.086,-1.074,0,-1.386,0.94,0,0,-1.299,-2.103,1.708,0.23398015,0.25470296,0.29589331,0.1
0,0,0,0,1.263,-0.445,0,0,-1.335,0.838,0.45019534,0.24820627,0.25345448,0.3
-0.172,-0.906,0,-1.204,-0.648,1.094,0,-0.658,0,-0.285,0.59033482,0.26764903,0.25388324,0.3
0,1.467,0.588,0.251,0.662,0,0,0.394,0,0.122,0.27402,0.26309189,0.27216669,0.3
1.537,1.021,0,0,-0.146,0,0,0.823,-1.423,-0.654,0.25400007,0.26257153,0.27515684,0.4
1.904,-0.436,0,0,-0.785,0,0,0.693,0,2.348,0.27802398,0.2884479,0.2780964,0.4
0,-1.691,0,-0.907,-2.752,0,0.941,1.137,-1.369,1.267,0.20995624,0.25460835,0.30473665,0.1
0.22,0.608,0,-0.163,-3.633,0,-0.264,0,-2.025,2.931,0.20995624,0.25470296,0.30473665,0.1
0,0,0.798,0.158,-0.287,0.003,-1.448,0.395,0.383,-0.392,0.59033482,1.03220843,0.48232404,0.7
-0.258,-0.899,0.937,0,-1.863,0,0.054,-0.564,0,-1.718,0.23398015,0.25460835,0.29589331,0.1
-1.81,-0.1,0,-0.517,0.16,0.34,-2.135,0.581,-0.826,-0.681,0.20194827,0.25470296,0.28769615,0.1
-3.079,-0.064,0,0.277,0.341,-1.118,0.717,0,-0.537,1.158,0.20194827,0.2544822,0.27675076,0.1
0,-0.523,0,0,-0.356,-1.317,0,0,0,-2.375,0.38613158,0.25096579,0.25372266,0.3
0,0,0,0,-0.34,-0.616,-0.953,0,0,1.603,0.19394029,0.24536791,0.2533706,0.1
0,0,0,0,1.153,0,0,-0.666,0.319,1.234,0.24999609,0.24563598,0.2533726,0.1
-0.647,1.424,0,0.669,2.175,-0.397,0,0.018,-0.973,-2.449,0.23398015,0.29954904,0.33362992,0.2
1.953,0,0,-0.215,-1.508,0,0,0,0,0.122,0.41816346,0.25285803,0.25361516,0.3
0.655,-1.404,0.684,0,-1.546,-1.655,0.656,0,0,1.267,0.23398015,0.25460835,0.29589331,0.1
0,0,0.734,0,-1.086,1.161,0,0.602,0,1.576,0.35009571,0.25886589,0.25648102,0.4
1.9,0,1.504,-1.434,0.532,0.49,0.612,-0.635,-1.186,1.274,0.23798413,0.25457681,0.28385959,0.1
0.185,0.43,0,0.396,-0.009,0,0,0.065,0.214,-2.073,0.49023519,0.26577256,0.25383395,0.3
0,-2.336,0,0.055,0.394,0,-1.42,0,1.481,-0.964,0.59033482,1.08590073,0.46708724,0.7
0,1.343,0,-2.186,0.968,0,0.209,-0.247,-1.3,-1.368,0.20194827,0.25456104,0.28769615,0.1
0,-1.496,-1.102,0,-0.445,-0.514,-0.425,0,0.916,-0.245,0.20194827,0.25457681,0.27675076,0.1
-0.525,-2.082,0,0,0.382,0,-0.206,-1.229,0.28,0.983,0.51025511,0.3956275,0.565112,0.6
0,0,-1.086,0,-0.67,0.373,0,0,-0.932,-0.417,0.39413955,0.27097622,0.2537362,0.6
0,0,0,-0.521,0.009,0,0.784,0.033,-0.012,1.347,0.20194827,0.25457681,0.27675076,0.1
-1.46,0,0,0,-1.559,0.073,1.226,1.339,-0.858,2.536,0.21396022,0.26662407,0.25393449,0.3
0,0,0,0,-1.009,-0.655,0.256,-0.057,0,0.631,0.24198812,0.24599866,0.25337111,0.2
-1.398,0.295,-0.905,0,-0.188,0,0.774,0,0,0.045,0.20194827,0.25426144,0.26265721,0.1
0,0.103,0,0,-0.473,0,-0.797,0.181,0,-1.721,0.27402,0.24931008,0.25348506,0.3
0,-1.056,0.267,-1.053,0.547,-1.514,0.845,0.185,0,-1.6,0.23398015,0.25460835,0.29589331,0.1
0.785,0,0,0,0.247,-1.191,-1.328,0,0,-1.818,0.49023519,0.25929164,0.25731783,0.4
1.672,0,-0.667,-0.606,-1.039,-0.139,0,0,0.204,2.244,0.21796421,0.2544822,0.28020841,0.1
0,0,0.555,0.512,-2.29,0,-0.676,0,0,-1.847,0.23798413,0.30044785,0.44840933,0.2
1.089,0,1.151,-0.325,-0.528,0,0,-0.603,0.005,-0.196,0.37411962,0.2852784,0.26509727,0.4
0,-0.024,-0.019,0,-0.125,-1.088,-0.332,0.623,1.083,-0.149,0.43818338,0.25905511,0.25389575,0.5
0,-0.258,0,0,1.356,0,0,0.629,0,-2.275,0.49423917,0.26395917,0.25401172,0.5
0,0,-0.024,0,-2.109,0.432,0.805,0,0.29,-0.651,0.20194827,0.25984355,0.25360547,0.2
-1.22,0.743,-0.923,1.708,-0.405,0,0.704,0,0,0.049,0.20194827,0.25441913,0.27044911,0.1
-0.154,-1.923,0,0,2.356,0,-1.203,0.155,0.147,-0.404,0.20995624,0.25470296,0.30473665,0.1
1.14,0,0,0,-0.674,0.801,0,0,0.498,-0.174,0.20194827,0.27163851,0.25899879,0.4
0.279,0,-1.777,0,-0.443,0.209,0.151,0,1.713,-0.036,0.29403992,0.25632713,0.25359279,0.3
-0.581,-0.895,-0.225,0,0.378,0.089,0,0,-1.022,-2.66,0.27802398,0.26949397,0.25360566,0.3
0.229,0.961,0,-0.842,0.601,0,-1.865,0,0,-0.167,0.21796421,0.25457681,0.28020841,0.1
0,0.57,0,0.878,-0.792,-2.086,0,0,1.112,1.956,0.23398015,0.25456104,0.29589331,0.1
0,-0.455,-1.261,0,1.744,0,-0.868,-1.412,0,0.815,0.23798413,0.25457681,0.28385959,0.1
0,1.333,0.138,0,0.887,-0.339,0,0,0,-0.536,0.29804391,0.26294997,0.25360668,0.1
-1.218,0,-0.686,0,-1.259,0,0.044,-0.782,1.163,-1.86,0.19794428,0.27119698,0.25454403,0.4
0,0.213,0,0,-0.765,-0.617,0,0.973,0,1.387,0.22597218,0.29153856,0.2996457,0.4
-0.233,0,-0.726,-0.588,-1.468,-1.615,0,0.106,1.543,-1.096,0.23398015,0.25460835,0.29589331,0.1
-1.645,0,0,0,-1.422,0,0,0.232,0,0.706,0.29403992,0.26673445,0.25393581,0.3
0,0,0.554,-0.341,-2.098,0,0.376,0,1.525,-0.484,0.20194827,0.25460835,0.28769615,0.1
0,0,-0.081,0,-0.11,0,1.446,0,0,-0.827,0.25400007,0.25451374,0.25356934,0.3
0,-0.501,0.331,1.396,1.939,0.701,0,0,0,-1.494,0.20995624,0.29839793,0.2922011,0.2
0.455,0,0,-0.757,-1.773,0,-1.329,0.647,0,-1.964,0.23398015,0.25470296,0.29589331,0.1
-0.077,0,-0.938,-0.771,0.163,-0.14,2.117,0,0,0.757,0.21396022,0.26101043,0.25360917,0.3
-0.092,0.826,0,-1.597,0.108,0.242,0,0,0,2.065,0.23398015,0.30623495,0.32964746,0.3
-0.949,0.484,0,-0.856,-1.796,0,-2.295,0,-0.921,-0.07,0.23398015,0.25470296,0.29589331,0.1
-0.89,-0.158,-0.751,0.437,0.477,-0.483,0,1.544,0,1.242,0.53828301,0.26552027,0.25441226,0.4
